停留所コード,停留所名,URL
11255,川原通二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_11255
11260,川村,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_11260
11265,川村口,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_11265
11270,瓦町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_11270
11280,雁道,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_11280
12000,菊井町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12000
12005,菊井通四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12005
12010,菊園町一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12010
12015,菊園町四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12015
12020,菊ノ尾通二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12020
12022,紀左エ門橋西,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12022
12023,紀左エ門橋東,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12023
12025,喜惣治一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12025
12030,木曽橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12030
12040,北大坪,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12040
12045,北頭,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12045
12050,北区役所,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12050
12052,北高校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12052
12055,北沢,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12055
12058,北千種三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12058
12060,北千種住宅前,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12060
12065,北千種町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12065
12066,北図書館,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12066
12067,北屋敷,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12067
12068,北原町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12068
12070,喜多山,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12070
12071,喜多山二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12071
12072,吉根住宅,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12072
12073,木場町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12073
12075,貴船小学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12075
12080,希望ケ丘四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12080
12090,きよすみ荘,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12090
12092,清船町一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12092
12095,金城町二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12095
12100,金城町三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12100
12105,金城橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12105
12120,近鉄烏森,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_12120
13000,楠支所,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13000
13001,楠味鋺,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13001
13003,楠インター,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13003
13004,楠三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13004
13007,楠西小学校東,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13007
13010,楠橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13010
13015,楠元町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13015
13016,草薙町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13016
13017,供米田三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13017
13018,供米田中学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13018
13020,熊の前,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13020
13022,熊の前北,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13022
13035,黒石小学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13035
13040,黒川,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13040
13045,黒川本通四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_13045
14005,競馬場,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_14005
14008,競馬場正門,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_14008
14010,県教育会館,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_14010
14013,県精神医療センター,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_14013
14015,建中寺東,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_14015
15000,古井ノ坂,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15000
15002,公園北口,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15002
15005,光音寺町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15005
15010,幸心,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15010
15015,幸心口,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15015
15020,康生通一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15020
15025,康生通三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15025
15030,康生通四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15030
15033,高蔵寺,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15033
15035,港東通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15035
15040,港東通二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15040
15045,港東橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15045
15047,鴻ノ巣,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15047
15050,香呑町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15050
15055,鴻仏目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15055
15060,郷前,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15060
15065,港明町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15065
15070,港陽町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15070
15075,港楽町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15075
15080,黄金中学校前,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15080
15085,御器所通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15085
15088,御器所二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15088
15090,御器所四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15090
15095,国際センター,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15095
15105,極楽,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15105
15110,極楽西,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15110
15115,極楽東,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15115
15122,小坂,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15122
15125,古城,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15125
15130,児玉町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15130
15140,小塚町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15140
15145,古出来町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15145
15148,寿荘,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15148
15150,古鳴海,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15150
15155,小西,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15155
15160,五女子,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15160
15161,五番町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15161
15162,小本駅,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15162
15163,小本三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15163
15165,小本本町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15165
15170,権現通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15170
15175,権野,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15175
15178,権平谷,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_15178
21003,彩紅橋通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21003
21005,済生会リハビリ病院,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21005
21007,境根,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21007
21010,栄,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21010
21012,栄大津,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21012
21015,坂海戸,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21015
21020,左京山,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21020
21025,桜ケ丘,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21025
21030,桜台高校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21030
21032,桜ケ丘町一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21032
21033,桜ケ丘町三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21033
21035,桜田中学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21035
21040,桜通大津,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21040
21042,桜通車道,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21042
21045,桜通伏見,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21045
21050,桜通本町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21050
21055,桜本町一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21055
21060,桜本町四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21060
21063,桜山,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21063
21068,ささしまライブ,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21068
21070,笹島町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21070
21075,笹原,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21075
21080,五月通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21080
21085,五月南通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21085
21087,三郎廻間,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21087
21090,沢上町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21090
21095,三階橋北,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21095
21100,三軒家,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21100
21102,三七川原,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21102
21105,三新通二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21105
21110,三条,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21110
21113,三丁山,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21113
21115,山王橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21115
21116,三番町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21116
21117,サンビーチ日光川,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21117
21125,三本木,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_21125
22000,じあみ,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22000
22010,塩釜口,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22010
22015,汐路小学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22015
22020,汐路町四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22020
22025,塩付,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22025
22030,塩付通四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22030
22035,塩付通五丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22035
22040,汐止町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22040
22045,潮凪町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22045
22048,潮凪橋東,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22048
22050,潮見,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22050
22055,潮見町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22055
22060,潮見町中,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22060
22065,潮見町南,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22065
22070,潮見橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22070
22075,志賀公園前,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22075
22085,志賀橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22085
22090,志賀本通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22090
22095,鹿山,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22095
22097,敷田北,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22097
22100,四軒家,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22100
22103,四軒家北,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22103
22105,四軒家西口,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22105
22110,蜆橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22110
22112,市政資料館南,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22112
22115,地蔵池,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22115
22125,市大薬学部,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22125
22130,下原,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22130
22134,志段味大塚古墳,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22134
22137,志段味支所,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22137
22138,志段味サイエンスパーク,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22138
22155,七反野,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22155
22160,七番町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22160
22163,七里の渡し,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22163
22165,四女子町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22165
22170,篠の風,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22170
22172,篠の風北,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22172
22173,篠原小学校西,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22173
22175,篠原橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22175
22180,篠原橋通三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22180
22182,篠原橋東,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22182
22185,柴田,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22185
22190,柴田本通一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22190
22195,島井町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22195
22200,島落,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22200
22205,島田,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22205
22207,島田黒石,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22207
22210,島田住宅,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22210
22215,島田橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22215
22220,島田一ツ山,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22220
22223,島田緑地南,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22223
22225,島の口,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22225
22230,清水ケ岡,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22230
22235,清水口,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22235
22238,清水小学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22238
22240,清水二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22240
22245,下市場,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22245
22255,下切,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22255
22260,下坪,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22260
22265,下浜,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22265
22270,下広井町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22270
22275,下広井町三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22275
22280,下前津,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22280
22283,下焼田橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22283
22285,下八事,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22285
22295,蛇池神社前,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22295
22300,市役所,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22300
22310,十一番町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22310
22315,十一屋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22315
22325,自由ケ丘二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22325
22330,自由ケ丘三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22330
22333,宿跡町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22333
22345,乗鞍,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22345
22350,松蔭高校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22350
22355,松栄町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22355
22358,松軒,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22358
22359,城西三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22359
22360,城西病院前,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22360
22365,浄心町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22365
22370,浄水場西,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22370
22375,庄内公園,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22375
22385,庄内通一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22385
22390,庄内通三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22390
22395,庄内橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22395
22400,庄内緑地公園,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22400
22402,庄中天王,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22402
22403,庄中向,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22403
22404,城南町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22404
22410,城北小学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22410
22415,城北橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22415
22425,昭明町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22425
22430,松和花壇,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22430
22435,昭和高校前,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22435
22440,昭和町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22440
22442,昭和町南,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22442
22445,昭和橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22445
22450,白壁,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22450
22455,白川公園,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22455
22460,白川通大津,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22460
22465,白菊町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22465
22475,市立工業高校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22475
22480,市立大学病院,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22480
22485,汁谷,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22485
22487,汁谷東,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22487
22490,城下,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22490
22495,白土,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22495
22496,白土南,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22496
22500,白鳥橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22500
22505,城前,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22505
22510,城見町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22510
22515,城見通二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22515
22520,城山,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22520
22523,城山新町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22523
22530,新池町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22530
22535,新尾頭町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22535
22540,新開橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22540
22545,新川中橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22545
22550,神宮寺小学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22550
22555,神宮東公園,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22555
22560,神宮東門,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22560
22565,神郷町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22565
22570,新郊通一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22570
22575,新郊通三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22575
22580,新栄町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22580
22585,新栄三丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22585
22590,新宿,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22590
22595,障害者スポーツセンター,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22595
22600,新洲崎橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22600
22605,新西福橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22605
22606,新大正橋西,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22606
22607,新茶屋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22607
22609,新茶屋南,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22609
22613,新東谷橋南,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22613
22615,新富町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22615
22617,新沼町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22617
22620,新橋通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22620
22625,新藤森橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22625
22630,甚兵衛通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22630
22635,振甫町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22635
22645,新守山駅,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_22645
23000,水筒先,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23000
23005,吸場町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23005
23007,瑞鳳橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23007
23008,瑞陵高校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23008
23010,末盛通二丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23010
23015,杉栄町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23015
23020,杉栄町五丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23020
23025,杉村町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23025
23030,数寄屋町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23030
23033,洲雲町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23033
23035,助光住宅,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23035
23040,助光中学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23040
23043,砂田一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23043
23045,砂田橋,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23045
23050,砂田橋小学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23050
23052,砂畑,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23052
23055,洲原町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23055
23065,諏訪町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_23065
24000,清明山,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24000
24003,西部医療センター,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24003
24005,瀬古,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24005
24010,瀬古口,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24010
24015,瀬古小学校,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24015
24020,瀬古神明,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24020
24025,勢子坊,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24025
24030,浅間町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24030
24032,浅間町東,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24032
24035,善進本町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24035
24040,千成通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24040
24045,千成通四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24045
24055,前ノ輪,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24055
24060,千音寺,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24060
24065,千音寺荘,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24065
24070,善北町,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24070
24075,善明寺,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24075
24080,泉楽通一丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24080
24085,泉楽通四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_24085
25007,総合リハビリセンター,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_25007
25009,外新町四丁目,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_25009
25010,外堀通,http://map.kotsu.city.nagoya.jp/map/QR.jsp?from=b_25010
